,x,y,z
0,-0.09941583749357973,0.018305573841120883,0.16973589272253128
1,-0.05917978125160402,0.006013932012114969,0.038042903344848285
2,0.0845860249024395,-0.038071129982826614,-0.43019067024694985
3,-0.12292898355021917,0.02555494031978152,0.2404687781793851
4,0.02385433726066449,-0.019816442120212538,-0.19934731755208174
5,-0.09987459904667798,0.01837553557928449,0.17739068631106844
6,-0.08677006235541074,0.014529851760466634,0.12544523074360367
7,-0.11601886848812656,0.023522102510900873,0.21412162513015168
8,-0.07753338624300418,0.011603413390888566,0.09778392514721812
9,-0.18414781567178917,0.044444325291379004,0.43482517265833587
10,-0.15715816542772784,0.03610665575303802,0.3518971381414415
11,-0.17517388741736958,0.041691570726854824,0.40626898062161354
12,-0.20418895678466445,0.05061152801739684,0.4999264241414815
13,-0.14910422491611486,0.03366954599600753,0.32136558647242064
14,-0.19312655068559656,0.04720889834974527,0.46394788375301804
15,-0.16923198306499218,0.039935612063021354,0.38790471534522153
16,-0.21580130259705968,0.05418404331760872,0.5378141458016936
17,-0.09350258764787424,0.016534344106044836,0.14478433037658242
18,-0.2027580384455321,0.050170669785934055,0.4952565672106526
19,-0.0744251367788346,0.010657611529079446,0.08074614732579283
20,-0.13588509053274303,0.029559127332981185,0.2831395170389192
21,-0.08878390838999226,0.015177275671704809,0.12934559361579764
22,-0.16458526485795522,0.03840594947085849,0.37753098934442353
23,-0.2240081365789779,0.056702457620980244,0.5650494541496502
24,0.0193729197275214,-0.01863736958286362,-0.16049076569656243
25,0.03258682027717072,-0.02210898104233316,-0.26272146612313113
26,-0.1930218948172034,0.04717507285006763,0.4637443991204205
27,-0.05186128759308967,0.0036844664701853247,0.010780032665775506
28,-0.20208126273979035,0.049959883478728734,0.4935913542604489
29,-0.09472226119730398,0.01693169753234623,0.15213522079985164
30,-0.18894698485340472,0.04589921012027114,0.4524440963466032
31,-0.21162465040414188,0.05289717460492131,0.5243678560543493
32,-0.1918825202528844,0.046838820015007394,0.4604802863570999
33,-0.07556936558272545,0.011041022433196292,0.08406349305138518
34,-0.20879015547461627,0.05203412965129727,0.5152388826074468
35,-0.1797639267061502,0.0430472809538196,0.42816689785851636
36,-0.13792165456670882,0.030226512514522668,0.2843887598239671
37,-0.10605459779340191,0.020418302237466972,0.1816803149560466
38,-0.15451632017173977,0.03533501941739236,0.3388843646034169
39,-0.036825334693494347,-0.0007407803209405544,-0.03540926416945846
40,-0.08367241135199936,0.013553216942923317,0.1098638844147376
41,0.011000993892857547,-0.01525780574035634,-0.19211113630115295
42,-0.20573914560007026,0.05108785973409759,0.5050274191447295
43,-0.14275536461759408,0.03166572199891413,0.30532882498508834
44,-0.2001843147759524,0.04938046956182035,0.4870180539393099
45,-0.1674435358793796,0.03930414276541604,0.38092010143798677
46,-0.13271719176117927,0.02842854762371791,0.2894585386588475
47,-0.13051243812253013,0.027907789644530015,0.2642484714216853
48,-0.10287344908772299,0.0194318533258283,0.18236505063420957
49,-0.15410001109441404,0.035169133059359516,0.3402852971507158
50,-0.2094700716175726,0.052241117205789896,0.5174096627595527
51,-0.1962142352153791,0.048157238096199956,0.47393072616122717
52,-0.2437744283395291,0.06279005892278391,0.6288264571027279
53,-0.22502010225281582,0.05701741161464941,0.5680746929483502
54,0.8076674410726495,-0.2617450895283975,-2.5071207038447003
55,-0.21911214770132129,0.055200341577595104,0.5486925897983378
56,-0.22364601878796755,0.056602997305157735,0.563795645991504
57,-0.12615119036205358,0.026601569878823835,0.24647873586007132
58,-0.10818449994405777,0.02097897567955579,0.19791457889681507
59,-0.21934816680838282,0.05527478623259778,0.5493216413514497
60,-0.20249592807719144,0.050060200175721214,0.49903696209114873
61,-0.16659889924774213,0.03906769667368032,0.37819858418043967
62,-0.21938745955445835,0.05528143848031167,0.5503330120657096
63,-0.20040474784661436,0.049452293754402056,0.4876852656719301
64,-0.2278800174243546,0.05789981951697708,0.5770645969395212
65,-0.23343581398514865,0.059611226651465545,0.595237523373571
66,0.024728794225079752,-0.019794243806945933,-0.23615746792876108
67,-0.030775327754015244,-0.0025324685140328622,-0.060041432296593644
68,-0.18388813519695113,0.044356538651444934,0.43853225545021807
69,-0.19261828264031744,0.04705103768639715,0.46229636417448755
70,-0.2477962346657931,0.06402727699317633,0.6419289733693334
71,-0.22384372225989813,0.05665396317372188,0.5644495627082211
72,0.07087048607462897,-0.03438753229082181,-0.3630279953972285
73,-0.20223197103263987,0.050006371579593936,0.49445687770260616
74,-0.149472912620257,0.03386804035452366,0.3265611571698761
75,-0.13105807506534398,0.0281151988997647,0.2630139462950705
76,-0.2171606770146863,0.054598697319275455,0.5433601338106427
77,-0.24809470215937682,0.06411911934731451,0.6429190582301411
78,-0.10192324932166463,0.019170775688513757,0.1688197917950034
79,-0.17921056544433264,0.04274876500621638,0.4318291348544187
80,-0.16859487875202864,0.03969214834060108,0.38524570407805203
81,-0.229900268085545,0.05852282591129112,0.5836982852407036
82,0.2985839658514839,-0.10164152226877919,-0.9726012965165888
83,-0.06507004802479337,0.007743366418784609,0.05453255781247365
84,-0.13614306722402145,0.029794332852983944,0.28172939660501056
85,-0.2062129670354803,0.051235137252359716,0.5066134130840925
86,-0.1363984901444133,0.029715633017169767,0.28916109946387164
87,-0.15996473044065335,0.037001609395835834,0.3566808428806811
88,-0.13815815933392403,0.03030863568349218,0.28632595567554736
89,-0.19612051644300482,0.048148966608442034,0.4740488585440771
90,-0.23126530398775355,0.05892606197411818,0.5893498777940751
91,-0.1384701539810156,0.03033857606782201,0.29244732236325394
92,-0.14307856375232242,0.03179371904259159,0.3069376125789358
93,-0.20557668026296372,0.05105333511779244,0.5078862013386466
94,-0.16426194260649105,0.038217095549298204,0.3853329959703636
95,-0.23230799223772017,0.0592620905666559,0.5914969401531662
96,-0.1463147750272103,0.03278530119871885,0.315969117447018
97,0.0795124105973297,-0.03660621344267448,-0.418962182338898
98,-0.058482962906079114,0.0063351048678710825,0.03560004823344145
99,-0.07965733214343458,0.012332538874518743,0.09685362573382332
100,-0.006923837295378816,-0.010052296285169038,-0.13397302729642702
101,-0.20277029755350762,0.050170857685092364,0.4984963941863345
102,-0.15728063124120495,0.03604723187824535,0.36012345717949185
103,-0.11064005059362442,0.021583816758834175,0.21731369658798463
104,-0.20313881455805283,0.05030031595837544,0.49735252473641056
105,-0.21215624655666046,0.0530081799870026,0.5302950966666253
106,-0.16580875133432899,0.038758695568452774,0.3798463289394933
107,-0.2255820826799776,0.05717017922361003,0.5715239930157511
108,-0.08888285694703055,0.015234029616795325,0.12808529612611455
109,-0.2308753480847618,0.05881519728914071,0.5874082108195571
110,-0.18005114509494682,0.04317238377135613,0.42244565928423916
111,-0.21713793312719326,0.05459534761838542,0.5421394035522666
112,0.18606845362542315,-0.06824997398446994,-0.738015559188331
113,-0.21447561923391512,0.05375778464847443,0.5352934113701358
114,-0.21915453087279205,0.055190259240261615,0.5507107307748209
115,-0.21784595991543487,0.054743633700431484,0.5495639698232836
116,-0.19275636840698118,0.047097294289753275,0.4629135258949373
117,-0.1792741837153322,0.042913364090769686,0.42227155385500703
118,-0.15785370903887203,0.03636455534546048,0.3522834109806086
119,-0.06785807675565068,0.008690314603668342,0.057091609249210265
120,0.24377588908336564,-0.0882501633671324,-0.8367651588773934
121,0.19878719732942032,-0.07292486998700907,-0.7752334631638854
122,0.032837115176244394,-0.02150212001429723,-0.2598988327456152
123,0.3154550624828099,-0.10765350038363021,-1.1287446693244094
124,2.9862527898689857,-0.6536903564183295,-5.688134514327119
125,-0.031225925021702225,-0.002403629300366495,-0.05771768274585008
126,-0.05417355490030694,0.004385772756568053,0.029277257587228888
127,0.09693061428760368,-0.04105879650891647,-0.46031804466863113
128,0.061292916230243376,-0.03128307495717183,-0.2974726329831762
129,-0.14417312386430878,0.032110792824762,0.3131662980679644
130,-0.006722581758261842,-0.009946003868538968,-0.12801577886578855
131,0.08180338975656297,-0.03718186375107673,-0.40654027778120333
132,0.13381664239023647,-0.05387672369128466,-0.5193164872975485
133,-0.11048251798900734,0.02179205465432817,0.19719717607832102
134,-0.14277099826136008,0.0318021915444002,0.3028302533567146
135,0.2071617531782219,-0.07294071352096834,-0.7704574353969007
136,-0.11913163305453549,0.024454976713089785,0.223924655897286
137,2.15299950927302,-0.4727802081938349,-3.7736141015974134
138,-0.07130767075401857,0.009701162870771699,0.07167036186203325
139,-0.18690192153706164,0.04529133671799289,0.44380566703436447
140,0.044412380205414895,-0.02554695358150963,-0.30467116274262285
141,-0.03688238034446193,-0.0006933058622932646,-0.04082583734789772
142,0.97439102251803,-0.3087416189648586,-3.296275521352713
143,0.5332404011901933,-0.1753242420369613,-1.8600081981981147
144,0.18940473437081773,-0.07017145865553305,-0.752423274307753
145,-0.05671627969765628,0.005448899767113492,0.022744962943846224
146,0.05886463550564002,-0.029709068523494385,-0.3464368797942011
147,0.014780290827598543,-0.016804995348266735,-0.20340281142090816
148,0.3636769681154655,-0.1177160156636371,-1.2596539184047375
149,-0.07128274884257614,0.009817024804079786,0.0747223927439902
150,-0.011385050063605105,-0.008297129346894671,-0.11992151013867001
151,0.041631708872890714,-0.02503121835561774,-0.2860603494737519
152,0.21760013951647145,-0.07925045974956202,-0.7437166478545859
153,0.11146994195456847,-0.04467314652811824,-0.5045036343101962
